human_symbol,human_ensembl_id,mouse_symbol,mouse_ensembl_id,category,sources,evidence_score
PLA2R1,ENSG00000153246,Pla2r1,ENSMUSG00000054580,Pro-apoptotic,GO_Pro_Human,1
PLCG1,ENSG00000124181,Plcg1,ENSMUSG00000016933,Pro-apoptotic,GO_Pro_Human,1
PLEKHG2,ENSG00000090924,Plekhg2,ENSMUSG00000037552,Pro-apoptotic,GO_Pro_Human,1
PLEKHG5,ENSG00000171680,Plekhg5,ENSMUSG00000039713,Pro-apoptotic,GO_Pro_Human,1
PLEKHN1,ENSG00000187583,Plekhn1,ENSMUSG00000078485,Pro-apoptotic,GO_Pro_Human,1
PMAIP1,ENSG00000141682,,,Pro-apoptotic,"GO_Pro_Human,Hallmark,Reactome",3
PML,ENSG00000140464,Pml,ENSMUSG00000036986,Pro-apoptotic,GO_Pro_Human,1
PNMA1,ENSG00000176903,Pnma1,ENSMUSG00000054383,Pro-apoptotic,GO_Pro_Human,1
PNMA2,ENSG00000240694,Pnma2,ENSMUSG00000046204,Pro-apoptotic,GO_Pro_Human,1
PNMA3,ENSG00000183837,Pnma3,ENSMUSG00000046287,Pro-apoptotic,GO_Pro_Human,1
PNMA5,ENSG00000292194,Pnma5,ENSMUSG00000050424,Pro-apoptotic,GO_Pro_Human,1
PPARG,ENSG00000132170,Pparg,ENSMUSG00000000440,Pro-apoptotic,GO_Pro_Human,1
PPID,ENSG00000171497,Ppid,ENSMUSG00000027804,Pro-apoptotic,GO_Pro_Human,1
PPM1F,ENSG00000100034,Ppm1f,ENSMUSG00000026181,Pro-apoptotic,GO_Pro_Human,1
PPP1R13B,ENSG00000088808,Ppp1r13b,ENSMUSG00000021285,Pro-apoptotic,"GO_Pro_Human,Reactome",2
PPP2R1B,ENSG00000137713,Ppp2r1b,ENSMUSG00000032058,Pro-apoptotic,GO_Pro_Human,1
PPP3CC,ENSG00000120910,Ppp3cc,ENSMUSG00000022092,Pro-apoptotic,"GO_Pro_Human,KEGG,Reactome",3
PPP3R1,ENSG00000221823,Ppp3r1,ENSMUSG00000033953,Pro-apoptotic,"GO_Pro_Human,Hallmark,KEGG,Reactome",4
PRDM11,ENSG00000019485,Prdm11,ENSMUSG00000075028,Pro-apoptotic,GO_Pro_Human,1
PREX1,ENSG00000124126,Prex1,ENSMUSG00000039621,Pro-apoptotic,GO_Pro_Human,1
PRMT2,ENSG00000160310,Prmt2,ENSMUSG00000020230,Pro-apoptotic,GO_Pro_Human,1
PRNP,ENSG00000171867,Prnp,ENSMUSG00000079037,Pro-apoptotic,GO_Pro_Human,1
PRR7,ENSG00000131188,Prr7,ENSMUSG00000034686,Pro-apoptotic,GO_Pro_Human,1
PSENEN,ENSG00000205155,Psenen,ENSMUSG00000036835,Pro-apoptotic,GO_Pro_Human,1
PTEN,ENSG00000284792,Pten,ENSMUSG00000013663,Pro-apoptotic,GO_Pro_Human,1
PTGIS,ENSG00000124212,Ptgis,ENSMUSG00000017969,Pro-apoptotic,GO_Pro_Human,1
PTPA,ENSG00000119383,Ptpa,ENSMUSG00000039515,Pro-apoptotic,GO_Pro_Human,1
PXT1,ENSG00000179165,,,Pro-apoptotic,GO_Pro_Human,1
PYCARD,ENSG00000103490,Pycard,ENSMUSG00000030793,Pro-apoptotic,GO_Pro_Human,1
QRICH1,ENSG00000198218,Qrich1,ENSMUSG00000006673,Pro-apoptotic,GO_Pro_Human,1
RACK1,ENSG00000204628,Rack1,ENSMUSG00000020372,Pro-apoptotic,GO_Pro_Human,1
RAPGEF2,ENSG00000109756,Rapgef2,ENSMUSG00000062232,Pro-apoptotic,GO_Pro_Human,1
RARG,ENSG00000172819,Rarg,ENSMUSG00000001288,Pro-apoptotic,GO_Pro_Human,1
RASGRF2,ENSG00000113319,Rasgrf2,ENSMUSG00000021708,Pro-apoptotic,GO_Pro_Human,1
RASSF2,ENSG00000101265,Rassf2,ENSMUSG00000027339,Pro-apoptotic,GO_Pro_Human,1
RBM5,ENSG00000003756,Rbm5,ENSMUSG00000032580,Pro-apoptotic,GO_Pro_Human,1
REST,ENSG00000084093,Rest,ENSMUSG00000029249,Pro-apoptotic,GO_Pro_Human,1
RET,ENSG00000165731,Ret,ENSMUSG00000030110,Pro-apoptotic,GO_Pro_Human,1
RFPL1,ENSG00000128250,,,Pro-apoptotic,GO_Pro_Human,1
RGCC,ENSG00000102760,Rgcc,ENSMUSG00000022018,Pro-apoptotic,GO_Pro_Human,1
RHOB,ENSG00000143878,Rhob,ENSMUSG00000054364,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
RHOT1,ENSG00000126858,Rhot1,ENSMUSG00000017686,Pro-apoptotic,GO_Pro_Human,1
RHOT2,ENSG00000140983,Rhot2,ENSMUSG00000025733,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
RNF122,ENSG00000133874,Rnf122,ENSMUSG00000039328,Pro-apoptotic,GO_Pro_Human,1
RNF183,ENSG00000165188,Rnf183,ENSMUSG00000063851,Pro-apoptotic,GO_Pro_Human,1
RNPS1,ENSG00000205937,Rnps1,ENSMUSG00000034681,Pro-apoptotic,GO_Pro_Human,1
ROBO1,ENSG00000169855,Robo1,ENSMUSG00000022883,Pro-apoptotic,GO_Pro_Human,1
RPL26,ENSG00000161970,Rpl26,ENSMUSG00000060938,Pro-apoptotic,GO_Pro_Human,1
RPS27L,ENSG00000185088,Rps27l,ENSMUSG00000036781,Pro-apoptotic,GO_Pro_Human,1
RPS3,ENSG00000149273,Rps3,ENSMUSG00000030744,Pro-apoptotic,GO_Pro_Human,1
RPS6,ENSG00000137154,Rps6,ENSMUSG00000028495,Pro-apoptotic,GO_Pro_Human,1
RPS6KA2,ENSG00000071242,Rps6ka2,ENSMUSG00000023809,Pro-apoptotic,GO_Pro_Human,1
RPS7,ENSG00000171863,Rps7,ENSMUSG00000061477,Pro-apoptotic,GO_Pro_Human,1
RRP1B,ENSG00000160208,Rrp1b,ENSMUSG00000058392,Pro-apoptotic,GO_Pro_Human,1
RTL10,ENSG00000215012,,,Pro-apoptotic,GO_Pro_Human,1
RYBP,ENSG00000163602,"Rybp,Rybp-ps",,Pro-apoptotic,GO_Pro_Human,1
S100A8,ENSG00000143546,S100a8,ENSMUSG00000056054,Pro-apoptotic,GO_Pro_Human,1
S100A9,ENSG00000163220,S100a9,ENSMUSG00000056071,Pro-apoptotic,GO_Pro_Human,1
SAP18,ENSG00000150459,"Sap18,Sap18b",,Pro-apoptotic,GO_Pro_Human,1
SCIN,ENSG00000006747,Scin,ENSMUSG00000002565,Pro-apoptotic,GO_Pro_Human,1
SCRIB,ENSG00000180900,Scrib,ENSMUSG00000022568,Pro-apoptotic,GO_Pro_Human,1
SENP1,ENSG00000079387,Senp1,ENSMUSG00000033075,Pro-apoptotic,GO_Pro_Human,1
SEPTIN4,ENSG00000108387,Septin4,ENSMUSG00000020486,Pro-apoptotic,"GO_Pro_Human,Reactome",2
SFRP4,ENSG00000106483,Sfrp4,ENSMUSG00000021319,Pro-apoptotic,GO_Pro_Human,1
SHQ1,ENSG00000144736,Shq1,ENSMUSG00000035378,Pro-apoptotic,GO_Pro_Human,1
SIAH1,ENSG00000196470,Siah1a,ENSMUSG00000036840,Pro-apoptotic,GO_Pro_Human,1
SIK1,ENSG00000142178,,,Pro-apoptotic,GO_Pro_Human,1
SIRT2,ENSG00000068903,Sirt2,ENSMUSG00000015149,Pro-apoptotic,GO_Pro_Human,1
SLC22A2,ENSG00000112499,Slc22a2,ENSMUSG00000040966,Pro-apoptotic,GO_Pro_Human,1
SLC27A4,ENSG00000167114,Slc27a4,ENSMUSG00000059316,Pro-apoptotic,GO_Pro_Human,1
SLC9A3R1,,,,Pro-apoptotic,GO_Pro_Human,1
SLIT2,ENSG00000145147,Slit2,ENSMUSG00000031558,Pro-apoptotic,GO_Pro_Human,1
SMAD3,ENSG00000166949,Smad3,ENSMUSG00000032402,Pro-apoptotic,GO_Pro_Human,1
SMPD1,ENSG00000166311,Smpd1,ENSMUSG00000037049,Pro-apoptotic,GO_Pro_Human,1
SOS1,ENSG00000115904,Sos1,ENSMUSG00000024241,Pro-apoptotic,GO_Pro_Human,1
SOS2,ENSG00000100485,Sos2,ENSMUSG00000034801,Pro-apoptotic,GO_Pro_Human,1
SOX4,ENSG00000124766,Sox4,ENSMUSG00000076431,Pro-apoptotic,GO_Pro_Human,1
SOX7,ENSG00000171056,Sox7,ENSMUSG00000063060,Pro-apoptotic,GO_Pro_Human,1
SPDEF,ENSG00000124664,Spdef,ENSMUSG00000024215,Pro-apoptotic,GO_Pro_Human,1
SPHK2,ENSG00000063176,Sphk2,ENSMUSG00000057342,Pro-apoptotic,GO_Pro_Human,1
SRPK2,ENSG00000135250,Srpk2,ENSMUSG00000062604,Pro-apoptotic,GO_Pro_Human,1
ST18,ENSG00000147488,St18,ENSMUSG00000033740,Pro-apoptotic,GO_Pro_Human,1
STK17A,ENSG00000164543,,,Pro-apoptotic,GO_Pro_Human,1
STK17B,ENSG00000081320,Stk17b,ENSMUSG00000026094,Pro-apoptotic,GO_Pro_Human,1
STK3,ENSG00000104375,Stk3,ENSMUSG00000022329,Pro-apoptotic,GO_Pro_Human,1
STK4,ENSG00000101109,Stk4,ENSMUSG00000018209,Pro-apoptotic,GO_Pro_Human,1
STPG1,ENSG00000001460,Stpg1,ENSMUSG00000028801,Pro-apoptotic,GO_Pro_Human,1
STYXL1,ENSG00000127952,Styxl1,ENSMUSG00000019178,Pro-apoptotic,GO_Pro_Human,1
SUDS3,ENSG00000111707,Suds3,ENSMUSG00000066900,Pro-apoptotic,GO_Pro_Human,1
SYK,ENSG00000165025,Syk,ENSMUSG00000021457,Pro-apoptotic,GO_Pro_Human,1
TCTN3,ENSG00000119977,Tctn3,ENSMUSG00000025008,Pro-apoptotic,GO_Pro_Human,1
TFAP4,ENSG00000090447,Tfap4,ENSMUSG00000005718,Pro-apoptotic,GO_Pro_Human,1
TFDP1,ENSG00000198176,Tfdp1,ENSMUSG00000038482,Pro-apoptotic,"GO_Pro_Human,Reactome",2
TFDP2,ENSG00000114126,Tfdp2,ENSMUSG00000032411,Pro-apoptotic,"GO_Pro_Human,Reactome",2
TFPT,ENSG00000105619,Tfpt,ENSMUSG00000006335,Pro-apoptotic,GO_Pro_Human,1
TGFB2,ENSG00000092969,Tgfb2,ENSMUSG00000039239,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
TGM2,ENSG00000198959,Tgm2,ENSMUSG00000037820,Pro-apoptotic,GO_Pro_Human,1
TIAM1,ENSG00000156299,Tiam1,ENSMUSG00000002489,Pro-apoptotic,GO_Pro_Human,1
TIAM2,ENSG00000146426,Tiam2,ENSMUSG00000023800,Pro-apoptotic,GO_Pro_Human,1
TIMP3,ENSG00000100234,Timp3,ENSMUSG00000020044,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
TLE5,ENSG00000104964,Tle5,ENSMUSG00000054452,Pro-apoptotic,GO_Pro_Human,1
TNFRSF10C,ENSG00000173535,,,Pro-apoptotic,"GO_Pro_Human,KEGG",2
TNFRSF12A,ENSG00000006327,Tnfrsf12a,ENSMUSG00000023905,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
TNFRSF8,ENSG00000120949,Tnfrsf8,ENSMUSG00000028602,Pro-apoptotic,GO_Pro_Human,1
TNFSF12,ENSG00000239697,Tnfsf12,ENSMUSG00000097328,Pro-apoptotic,GO_Pro_Human,1
TNFSF15,ENSG00000181634,Tnfsf15,ENSMUSG00000050395,Pro-apoptotic,GO_Pro_Human,1
TOP2A,ENSG00000131747,Top2a,ENSMUSG00000020914,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
TP53BP2,ENSG00000143514,Trp53bp2,ENSMUSG00000026510,Pro-apoptotic,"GO_Pro_Human,Reactome",2
TP63,ENSG00000073282,Trp63,ENSMUSG00000022510,Pro-apoptotic,"GO_Pro_Human,Reactome",2
TP73,ENSG00000078900,Trp73,ENSMUSG00000029026,Pro-apoptotic,"GO_Pro_Human,Reactome",2
TPD52L1,ENSG00000111907,Tpd52l1,ENSMUSG00000000296,Pro-apoptotic,GO_Pro_Human,1
TRAF7,ENSG00000131653,Traf7,ENSMUSG00000052752,Pro-apoptotic,GO_Pro_Human,1
TRIM35,ENSG00000104228,Trim35,ENSMUSG00000022043,Pro-apoptotic,GO_Pro_Human,1
TRIM39,ENSG00000206495,Trim39,ENSMUSG00000045409,Pro-apoptotic,GO_Pro_Human,1
TRIO,ENSG00000038382,Trio,ENSMUSG00000022263,Pro-apoptotic,GO_Pro_Human,1
TYROBP,ENSG00000011600,Tyrobp,ENSMUSG00000030579,Pro-apoptotic,GO_Pro_Human,1
UACA,ENSG00000137831,Uaca,ENSMUSG00000034485,Pro-apoptotic,"GO_Pro_Human,Reactome",2
UBD,ENSG00000206513,Ubd,ENSMUSG00000035186,Pro-apoptotic,GO_Pro_Human,1
UNC13B,ENSG00000198722,Unc13b,ENSMUSG00000028456,Pro-apoptotic,GO_Pro_Human,1
USP17L24,ENSG00000232264,,,Pro-apoptotic,GO_Pro_Human,1
USP27X,ENSG00000273820,Usp27x,ENSMUSG00000046269,Pro-apoptotic,GO_Pro_Human,1
UTP11,ENSG00000183520,Utp11,ENSMUSG00000028907,Pro-apoptotic,GO_Pro_Human,1
VAV1,ENSG00000141968,Vav1,ENSMUSG00000034116,Pro-apoptotic,GO_Pro_Human,1
VAV2,ENSG00000160293,Vav2,ENSMUSG00000009621,Pro-apoptotic,GO_Pro_Human,1
VAV3,ENSG00000134215,Vav3,ENSMUSG00000033721,Pro-apoptotic,GO_Pro_Human,1
VCP,ENSG00000165280,Vcp,ENSMUSG00000028452,Pro-apoptotic,GO_Pro_Human,1
VDAC2,ENSG00000165637,Vdac2,ENSMUSG00000021771,Pro-apoptotic,"GO_Pro_Human,Hallmark",2
WNT10B,ENSG00000169884,Wnt10b,ENSMUSG00000022996,Pro-apoptotic,GO_Pro_Human,1
WWOX,ENSG00000186153,Wwox,ENSMUSG00000004637,Pro-apoptotic,GO_Pro_Human,1
XDH,ENSG00000158125,Xdh,ENSMUSG00000024066,Pro-apoptotic,GO_Pro_Human,1
YWHAB,ENSG00000166913,Ywhab,ENSMUSG00000018326,Pro-apoptotic,"GO_Pro_Human,Reactome",2
YWHAG,ENSG00000170027,Ywhag,ENSMUSG00000051391,Pro-apoptotic,"GO_Pro_Human,Reactome",2
YWHAH,ENSG00000128245,Ywhah,ENSMUSG00000018965,Pro-apoptotic,"GO_Pro_Human,Reactome",2
YWHAQ,ENSG00000134308,"Ywhaq,Ywhaq-ps3",,Pro-apoptotic,"GO_Pro_Human,Reactome",2
ZBP1,ENSG00000124256,Zbp1,ENSMUSG00000027514,Pro-apoptotic,GO_Pro_Human,1
ZC3H8,ENSG00000144161,Zc3h8,ENSMUSG00000027387,Pro-apoptotic,GO_Pro_Human,1
ZNF205,ENSG00000122386,Zfp13,ENSMUSG00000062012,Pro-apoptotic,GO_Pro_Human,1
ZNF622,ENSG00000173545,Zfp622,ENSMUSG00000052253,Pro-apoptotic,GO_Pro_Human,1
AATF,ENSG00000275700,Aatf,ENSMUSG00000018697,Anti-apoptotic,GO_Anti_Human,1
ACAA2,ENSG00000167315,Acaa2,ENSMUSG00000036880,Anti-apoptotic,GO_Anti_Human,1
ACKR3,ENSG00000144476,Ackr3,ENSMUSG00000044337,Anti-apoptotic,GO_Anti_Human,1
ACVR1,ENSG00000115170,Acvr1,ENSMUSG00000026836,Anti-apoptotic,GO_Anti_Human,1
ADAM10,ENSG00000137845,Adam10,ENSMUSG00000054693,Anti-apoptotic,GO_Anti_Human,1
AGAP2,ENSG00000135439,Agap2,ENSMUSG00000025422,Anti-apoptotic,GO_Anti_Human,1
AHI1,ENSG00000135541,Ahi1,ENSMUSG00000019986,Anti-apoptotic,GO_Anti_Human,1
AKT1,ENSG00000142208,Akt1,ENSMUSG00000001729,Anti-apoptotic,"GO_Anti_Human,KEGG,Reactome",3
AKT2,ENSG00000105221,Akt2,ENSMUSG00000004056,Anti-apoptotic,"GO_Anti_Human,KEGG,Reactome",3
ALB,ENSG00000163631,Alb,ENSMUSG00000029368,Anti-apoptotic,GO_Anti_Human,1
ALOX12,ENSG00000108839,Alox12,ENSMUSG00000000320,Anti-apoptotic,GO_Anti_Human,1
ANGPT1,ENSG00000154188,Angpt1,ENSMUSG00000022309,Anti-apoptotic,GO_Anti_Human,1
ANGPT4,ENSG00000101280,Angpt4,ENSMUSG00000027460,Anti-apoptotic,GO_Anti_Human,1
ANGPTL4,ENSG00000167772,Angptl4,ENSMUSG00000002289,Anti-apoptotic,GO_Anti_Human,1
ANKLE2,ENSG00000176915,Ankle2,ENSMUSG00000029501,Anti-apoptotic,GO_Anti_Human,1
ANXA4,ENSG00000196975,Anxa4,ENSMUSG00000029994,Anti-apoptotic,GO_Anti_Human,1
ANXA5,ENSG00000164111,Anxa5,ENSMUSG00000027712,Anti-apoptotic,GO_Anti_Human,1
API5,ENSG00000166181,Api5,ENSMUSG00000027193,Anti-apoptotic,GO_Anti_Human,1
APIP,ENSG00000149089,Apip,ENSMUSG00000010911,Anti-apoptotic,"GO_Anti_Human,Reactome",2
APOE,ENSG00000130203,Apoe,ENSMUSG00000002985,Anti-apoptotic,GO_Anti_Human,1
APOH,ENSG00000091583,Apoh,ENSMUSG00000000049,Anti-apoptotic,GO_Anti_Human,1
AQP1,ENSG00000240583,Aqp1,ENSMUSG00000004655,Anti-apoptotic,GO_Anti_Human,1
AR,ENSG00000169083,Ar,ENSMUSG00000046532,Anti-apoptotic,GO_Anti_Human,1
ARAF,ENSG00000078061,Araf,ENSMUSG00000001127,Anti-apoptotic,GO_Anti_Human,1
AREL1,ENSG00000119682,Arel1,ENSMUSG00000042350,Anti-apoptotic,GO_Anti_Human,1
ARF4,ENSG00000168374,Arf4,ENSMUSG00000021877,Anti-apoptotic,GO_Anti_Human,1
ARHGAP10,ENSG00000071205,Arhgap10,ENSMUSG00000037148,Anti-apoptotic,"GO_Anti_Human,Reactome",2
ARHGDIA,ENSG00000141522,Arhgdia,ENSMUSG00000025132,Anti-apoptotic,GO_Anti_Human,1
ARL6IP1,ENSG00000170540,Arl6ip1,ENSMUSG00000030654,Anti-apoptotic,GO_Anti_Human,1
ARMC10,ENSG00000170632,Armc10,ENSMUSG00000038525,Anti-apoptotic,GO_Anti_Human,1
ASAH2,ENSG00000188611,Asah2,ENSMUSG00000024887,Anti-apoptotic,GO_Anti_Human,1
ASCL1,ENSG00000139352,Ascl1,ENSMUSG00000020052,Anti-apoptotic,GO_Anti_Human,1
ASNS,ENSG00000070669,Asns,ENSMUSG00000029752,Anti-apoptotic,GO_Anti_Human,1
ATAD3A,ENSG00000197785,Atad3a,ENSMUSG00000029036,Anti-apoptotic,GO_Anti_Human,1
ATF5,ENSG00000169136,Atf5,ENSMUSG00000038539,Anti-apoptotic,GO_Anti_Human,1
AURKB,ENSG00000178999,Aurkb,ENSMUSG00000020897,Anti-apoptotic,GO_Anti_Human,1
AVEN,ENSG00000169857,Aven,ENSMUSG00000003604,Anti-apoptotic,"GO_Anti_Human,Reactome",2
AVP,ENSG00000101200,Avp,ENSMUSG00000037727,Anti-apoptotic,GO_Anti_Human,1
AXL,ENSG00000167601,Axl,ENSMUSG00000002602,Anti-apoptotic,GO_Anti_Human,1
AZU1,ENSG00000278624,,,Anti-apoptotic,GO_Anti_Human,1
BABAM2,ENSG00000158019,Babam2,ENSMUSG00000052139,Anti-apoptotic,GO_Anti_Human,1
BAG1,ENSG00000107262,Bag1,ENSMUSG00000028416,Anti-apoptotic,GO_Anti_Human,1
BAG3,ENSG00000151929,Bag3,ENSMUSG00000030847,Anti-apoptotic,GO_Anti_Human,1
BAG4,ENSG00000156735,Bag4,ENSMUSG00000037316,Anti-apoptotic,GO_Anti_Human,1
BAG5,ENSG00000166170,Bag5,ENSMUSG00000049792,Anti-apoptotic,GO_Anti_Human,1
BCL2A1,ENSG00000140379,"Bcl2a1a,Bcl2a1b,Bcl2a1d",,Anti-apoptotic,GO_Anti_Human,1
BCL2L12,ENSG00000126453,Bcl2l12,ENSMUSG00000003190,Anti-apoptotic,GO_Anti_Human,1
BCL2L2,ENSG00000129473,Bcl2l2,ENSMUSG00000089682,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
BCL3,ENSG00000069399,Bcl3,ENSMUSG00000053175,Anti-apoptotic,GO_Anti_Human,1
BDNF,ENSG00000176697,Bdnf,ENSMUSG00000048482,Anti-apoptotic,GO_Anti_Human,1
BFAR,ENSG00000275618,Bfar,ENSMUSG00000022684,Anti-apoptotic,GO_Anti_Human,1
BHLHB9,,,,Anti-apoptotic,GO_Anti_Human,1
BIRC2,ENSG00000110330,Birc2,ENSMUSG00000057367,Anti-apoptotic,"GO_Anti_Human,KEGG,Reactome",3
BIRC3,ENSG00000023445,Birc3,ENSMUSG00000032000,Anti-apoptotic,"GO_Anti_Human,Hallmark,KEGG",3
BIRC5,ENSG00000089685,Birc5,ENSMUSG00000017716,Anti-apoptotic,"GO_Anti_Human,Reactome",2
BIRC6,ENSG00000115760,Birc6,ENSMUSG00000024073,Anti-apoptotic,GO_Anti_Human,1
BIRC7,ENSG00000101197,Birc7,ENSMUSG00000038840,Anti-apoptotic,GO_Anti_Human,1
BMP5,ENSG00000112175,Bmp5,ENSMUSG00000032179,Anti-apoptotic,GO_Anti_Human,1
BMP7,ENSG00000101144,Bmp7,ENSMUSG00000008999,Anti-apoptotic,GO_Anti_Human,1
BNIP1,ENSG00000113734,Bnip1,ENSMUSG00000024191,Anti-apoptotic,GO_Anti_Human,1
BNIP2,ENSG00000140299,Bnip2,ENSMUSG00000011958,Anti-apoptotic,GO_Anti_Human,1
BRAF,ENSG00000157764,Braf,ENSMUSG00000002413,Anti-apoptotic,GO_Anti_Human,1
BRCA1,ENSG00000012048,Brca1,ENSMUSG00000017146,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
C8ORF17,ENSG00000250733,,,Anti-apoptotic,GO_Anti_Human,1
CAAP1,ENSG00000120159,Caap1,ENSMUSG00000028578,Anti-apoptotic,GO_Anti_Human,1
CAPN13,ENSG00000162949,Capn13,ENSMUSG00000043705,Anti-apoptotic,GO_Anti_Human,1
CAPN3,ENSG00000092529,Capn3,ENSMUSG00000079110,Anti-apoptotic,GO_Anti_Human,1
CARD14,ENSG00000141527,Card14,ENSMUSG00000013483,Anti-apoptotic,GO_Anti_Human,1
CARD16,ENSG00000204397,,,Anti-apoptotic,GO_Anti_Human,1
CAST,ENSG00000310517,Cast,ENSMUSG00000021585,Anti-apoptotic,GO_Anti_Human,1
CAT,ENSG00000121691,Cat,ENSMUSG00000027187,Anti-apoptotic,GO_Anti_Human,1
CBL,ENSG00000110395,Cbl,ENSMUSG00000034342,Anti-apoptotic,GO_Anti_Human,1
CBX4,ENSG00000141582,Cbx4,ENSMUSG00000039989,Anti-apoptotic,GO_Anti_Human,1
CCL19,ENSG00000172724,"Ccl19,Ccl19-ps1,Ccl19-ps4,Ccl19-ps5,Ccl19-ps6,Gm50471",,Anti-apoptotic,GO_Anti_Human,1
CCL21,ENSG00000137077,"Ccl21a,Ccl21b,Ccl21d,Ccl21e,Ccl21f",,Anti-apoptotic,GO_Anti_Human,1
CCND2,ENSG00000118971,Ccnd2,ENSMUSG00000000184,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
CCR7,ENSG00000126353,Ccr7,ENSMUSG00000037944,Anti-apoptotic,GO_Anti_Human,1
CD27,ENSG00000139193,Cd27,ENSMUSG00000030336,Anti-apoptotic,GO_Anti_Human,1
CD28,ENSG00000178562,Cd28,ENSMUSG00000026012,Anti-apoptotic,GO_Anti_Human,1
CD38,ENSG00000004468,Cd38,ENSMUSG00000029084,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
CD44,ENSG00000026508,Cd44,ENSMUSG00000005087,Anti-apoptotic,"GO_Anti_Human,Hallmark",2
CD74,ENSG00000019582,Cd74,ENSMUSG00000024610,Anti-apoptotic,GO_Anti_Human,1
CDH5,ENSG00000179776,Cdh5,ENSMUSG00000031871,Anti-apoptotic,GO_Anti_Human,1
CDK1,ENSG00000170312,Cdk1,ENSMUSG00000019942,Anti-apoptotic,GO_Anti_Human,1
CDKN2D,ENSG00000129355,Cdkn2d,ENSMUSG00000096472,Anti-apoptotic,GO_Anti_Human,1
CEACAM5,ENSG00000105388,,,Anti-apoptotic,GO_Anti_Human,1
CEACAM6,ENSG00000086548,,,Anti-apoptotic,GO_Anti_Human,1
CFL1,ENSG00000172757,Cfl1,ENSMUSG00000056201,Anti-apoptotic,GO_Anti_Human,1
CIAPIN1,ENSG00000005194,Ciapin1,ENSMUSG00000031781,Anti-apoptotic,GO_Anti_Human,1
CIB1,ENSG00000185043,Cib1,ENSMUSG00000030538,Anti-apoptotic,GO_Anti_Human,1
CIDEA,ENSG00000176194,Cidea,ENSMUSG00000024526,Anti-apoptotic,GO_Anti_Human,1
CITED1,ENSG00000125931,Cited1,ENSMUSG00000051159,Anti-apoptotic,GO_Anti_Human,1
CITED2,ENSG00000164442,Cited2,ENSMUSG00000039910,Anti-apoptotic,GO_Anti_Human,1
CLCF1,ENSG00000175505,Clcf1,ENSMUSG00000040663,Anti-apoptotic,GO_Anti_Human,1
CLEC5A,ENSG00000258227,Clec5a,ENSMUSG00000029915,Anti-apoptotic,GO_Anti_Human,1
CLN3,ENSG00000188603,Cln3,ENSMUSG00000030720,Anti-apoptotic,GO_Anti_Human,1
CNTF,ENSG00000242689,Cntf,ENSMUSG00000079415,Anti-apoptotic,GO_Anti_Human,1
COMP,ENSG00000105664,Comp,ENSMUSG00000031849,Anti-apoptotic,GO_Anti_Human,1
COPS5,ENSG00000121022,Cops5,ENSMUSG00000025917,Anti-apoptotic,GO_Anti_Human,1
CPEB4,ENSG00000113742,Cpeb4,ENSMUSG00000020300,Anti-apoptotic,GO_Anti_Human,1
CREB3,ENSG00000107175,Creb3,ENSMUSG00000028466,Anti-apoptotic,GO_Anti_Human,1
CREB3L1,ENSG00000157613,Creb3l1,ENSMUSG00000027230,Anti-apoptotic,GO_Anti_Human,1
CRLF1,ENSG00000006016,Crlf1,ENSMUSG00000007888,Anti-apoptotic,GO_Anti_Human,1
CRYAA,ENSG00000160202,Cryaa,ENSMUSG00000024041,Anti-apoptotic,GO_Anti_Human,1
CRYAB,ENSG00000109846,Cryab,ENSMUSG00000032060,Anti-apoptotic,GO_Anti_Human,1
CSF2,ENSG00000164400,Csf2,ENSMUSG00000018916,Anti-apoptotic,GO_Anti_Human,1
CSNK2A1,ENSG00000101266,Csnk2a1,ENSMUSG00000074698,Anti-apoptotic,GO_Anti_Human,1
CSNK2A2,ENSG00000070770,Csnk2a2,ENSMUSG00000046707,Anti-apoptotic,GO_Anti_Human,1
CTSG,ENSG00000100448,Ctsg,ENSMUSG00000040314,Anti-apoptotic,"GO_Anti_Human,Reactome",2
CTSH,ENSG00000103811,Ctsh,ENSMUSG00000032359,Anti-apoptotic,GO_Anti_Human,1
CX3CL1,ENSG00000006210,Cx3cl1,ENSMUSG00000031778,Anti-apoptotic,GO_Anti_Human,1
CX3CR1,ENSG00000168329,Cx3cr1,ENSMUSG00000052336,Anti-apoptotic,GO_Anti_Human,1
CXCL12,ENSG00000107562,Cxcl12,ENSMUSG00000061353,Anti-apoptotic,GO_Anti_Human,1
DAB2,ENSG00000153071,Dab2,ENSMUSG00000022150,Anti-apoptotic,GO_Anti_Human,1
DDAH2,ENSG00000233076,Ddah2,ENSMUSG00000007039,Anti-apoptotic,GO_Anti_Human,1
DDIAS,ENSG00000165490,Ddias,ENSMUSG00000030641,Anti-apoptotic,GO_Anti_Human,1
DDRGK1,ENSG00000198171,Ddrgk1,ENSMUSG00000068290,Anti-apoptotic,GO_Anti_Human,1
